CpG Number,Start Position,End Position,Obs/Exp,%GC
7474,22181,22380,1.66,54.00
7475,22182,22381,1.66,54.00
7476,22183,22382,1.66,54.00
7477,22184,22383,1.62,54.50
7478,22185,22384,1.66,55.00
7479,22186,22385,1.63,55.50
7480,22187,22386,1.61,56.00
7481,22188,22387,1.58,56.50
7482,22189,22388,1.56,57.00
7483,22190,22389,1.56,57.00
7484,22191,22390,1.53,57.50
7485,22192,22391,1.53,57.50
7486,22193,22392,1.53,57.50
7487,22194,22393,1.53,57.50
7488,22195,22394,1.57,58.00
7489,22196,22395,1.51,58.00
7490,22197,22396,1.48,58.50
7491,22198,22397,1.48,58.50
7492,22199,22398,1.52,59.00
7493,22200,22399,1.49,59.50
7494,22201,22400,1.52,59.00
7495,22202,22401,1.53,59.00
7496,22203,22402,1.53,59.00
7497,22204,22403,1.56,58.50
7498,22205,22404,1.56,58.50
7499,22206,22405,1.50,58.50
7500,22207,22406,1.48,59.00
7501,22208,22407,1.45,59.50
7502,22209,22408,1.49,60.00
7503,22210,22409,1.49,60.00
7504,22211,22410,1.49,60.00
7505,22212,22411,1.51,59.50
7506,22213,22412,1.54,59.00
7507,22214,22413,1.54,59.00
7508,22215,22414,1.47,59.00
7509,22216,22415,1.46,59.00
7510,22217,22416,1.52,59.00
7511,22218,22417,1.53,59.00
7512,22219,22418,1.47,59.00
7513,22220,22419,1.50,58.50
7514,22221,22420,1.43,58.50
7515,22222,22421,1.49,58.50
7516,22223,22422,1.49,58.50
7517,22224,22423,1.54,58.50
7518,22225,22424,1.54,58.50
7519,22226,22425,1.58,58.00
7520,22227,22426,1.55,58.50
7521,22228,22427,1.55,58.50
7522,22229,22428,1.55,58.50
7523,22230,22429,1.58,58.00
7524,22231,22430,1.58,58.00
7525,22232,22431,1.58,58.00
7526,22233,22432,1.62,57.50
7527,22234,22433,1.62,57.50
7528,22235,22434,1.58,57.00
7529,22236,22435,1.62,57.50
7530,22237,22436,1.62,57.50
7531,22238,22437,1.62,57.50
7532,22239,22438,1.58,58.00
7533,22240,22439,1.58,58.00
7534,22241,22440,1.62,57.50
7535,22242,22441,1.65,57.00
7536,22243,22442,1.69,57.50
7537,22244,22443,1.65,57.00
7538,22245,22444,1.69,56.50
7539,22246,22445,1.69,56.50
7540,22247,22446,1.70,56.50
7541,22248,22447,1.66,57.00
7542,22249,22448,1.70,57.50
7543,22250,22449,1.67,58.00
7544,22251,22450,1.59,58.00
7545,22252,22451,1.62,57.50
7546,22253,22452,1.61,57.50
7547,22254,22453,1.61,57.50
7548,22255,22454,1.67,57.50
7549,22256,22455,1.66,57.50
7550,22257,22456,1.70,57.00
7551,22258,22457,1.66,57.50
7552,22259,22458,1.63,57.00
7553,22260,22459,1.59,57.50
7554,22261,22460,1.59,57.50
7555,22262,22461,1.61,57.00
7556,22263,22462,1.68,57.00
7557,22264,22463,1.61,57.00
7558,22265,22464,1.61,57.00
7559,22266,22465,1.64,56.50
7560,22267,22466,1.70,56.50
7561,22268,22467,1.64,56.50
7562,22269,22468,1.64,56.50
7563,22270,22469,1.61,57.00
7564,22271,22470,1.64,57.50
7565,22272,22471,1.67,57.00
7566,22273,22472,1.64,57.50
7567,22274,22473,1.67,57.00
7568,22275,22474,1.71,57.50
7569,22276,22475,1.71,57.50
7570,22277,22476,1.65,57.50
7571,22278,22477,1.64,57.50
7572,22279,22478,1.68,58.00
7573,22280,22479,1.71,57.50
7574,22281,22480,1.68,58.00
7575,22282,22481,1.65,57.50
7576,22283,22482,1.64,57.50
7577,22284,22483,1.64,57.50
7578,22285,22484,1.64,57.50
7579,22286,22485,1.61,58.00
7580,22287,22486,1.64,58.50
7581,22288,22487,1.67,58.00
7582,22289,22488,1.61,58.00
7583,22290,22489,1.61,58.00
7584,22291,22490,1.61,58.00
7585,22292,22491,1.61,58.00
7586,22293,22492,1.64,57.50
7587,22294,22493,1.67,57.00
7588,22295,22494,1.67,57.00
7589,22296,22495,1.67,57.00
7590,22297,22496,1.70,56.50
7591,22298,22497,1.73,56.00
7592,22299,22498,1.73,56.00
7593,22300,22499,1.69,55.50
7594,22301,22500,1.72,55.00
7595,22302,22501,1.72,55.00
7596,22303,22502,1.72,55.00
7597,22304,22503,1.72,55.00
7598,22305,22504,1.72,55.00
7599,22306,22505,1.76,54.50
7600,22307,22506,1.76,54.50
7601,22308,22507,1.79,54.00
7602,22309,22508,1.79,54.00
7603,22310,22509,1.75,53.50
7604,22311,22510,1.75,53.50
7605,22312,22511,1.79,53.00
7606,22313,22512,1.79,53.00
7607,22314,22513,1.79,53.00
7608,22315,22514,1.79,53.00
7609,22316,22515,1.82,52.50
7610,22317,22516,1.90,52.50
7611,22318,22517,1.94,52.00
7612,22319,22518,1.98,51.50
7613,22320,22519,1.94,51.00
7614,22321,22520,1.94,51.00
7615,22322,22521,1.98,50.50
7616,22323,22522,1.98,50.50
7617,22324,22523,1.99,50.50
7618,22325,22524,1.99,50.50
7619,22326,22525,1.99,50.50
7620,22327,22526,2.04,50.00
7621,22328,22527,2.04,50.00
7622,22329,22528,1.99,50.50
7623,22330,22529,1.95,51.00
7624,22331,22530,1.91,51.50
7625,22332,22531,1.91,51.50
7626,22333,22532,1.87,52.00
7627,22334,22533,1.87,52.00
7628,22335,22534,1.91,52.50
7629,22336,22535,1.95,52.00
7630,22337,22536,1.95,52.00
7631,22338,22537,1.95,52.00
7632,22339,22538,1.95,52.00
7633,22340,22539,1.95,52.00
7634,22341,22540,1.91,52.50
7635,22342,22541,1.91,52.50
7636,22343,22542,1.95,53.00
7637,22344,22543,1.95,53.00
7638,22345,22544,1.95,53.00
7639,22346,22545,1.87,53.00
7640,22347,22546,1.91,52.50
7641,22348,22547,1.95,52.00
7642,22349,22548,1.95,52.00
7643,22350,22549,1.98,51.50
7644,22351,22550,1.98,51.50
7645,22352,22551,2.03,51.00
7646,22353,22552,1.95,51.00
7647,22354,22553,1.91,51.50
7648,22355,22554,1.94,51.00
7649,22356,22555,2.02,51.00
7650,22357,22556,2.02,51.00
7651,22358,22557,2.02,51.00
7652,22359,22558,2.02,51.00
7653,22360,22559,2.02,51.00
7654,22361,22560,2.01,51.00
7655,22362,22561,2.05,50.50
7656,22363,22562,2.13,50.50
7657,22364,22563,2.13,50.50
7658,22365,22564,2.06,50.50
7659,22366,22565,2.06,50.50
7660,22367,22566,2.10,50.00
7661,22368,22567,2.10,50.00
7662,22369,22568,2.10,50.00
7663,22370,22569,2.10,50.00
7664,22371,22570,2.10,50.00
7665,22925,23124,2.09,50.00
7666,22926,23125,2.09,50.00
7667,22927,23126,2.13,50.50
7668,22928,23127,2.10,51.00
7669,22929,23128,2.05,51.50
7670,22930,23129,2.01,52.00
7671,22931,23130,2.01,52.00
7672,22932,23131,2.05,51.50
7673,22933,23132,2.01,52.00
7674,22934,23133,1.97,51.50
7675,22935,23134,2.01,51.00
7676,22936,23135,2.05,51.50
7677,22937,23136,1.98,51.50
7678,22938,23137,1.93,52.00
7679,22939,23138,1.97,52.50
7680,22940,23139,2.02,52.00
7681,22941,23140,2.06,51.50
7682,22942,23141,2.06,51.50
7683,22943,23142,2.02,52.00
7684,22944,23143,1.97,52.50
7685,22945,23144,1.93,53.00
7686,22946,23145,1.93,53.00
7687,22947,23146,1.97,52.50
7688,22948,23147,1.93,53.00
7689,22949,23148,1.93,53.00
7690,22950,23149,1.86,53.00
7691,22951,23150,1.90,52.50
7692,22952,23151,1.90,52.50
7693,22953,23152,1.82,52.50
7694,22954,23153,1.85,52.00
7695,22955,23154,1.85,52.00
7696,22956,23155,1.89,51.50
7697,22957,23156,1.89,51.50
7698,22958,23157,1.93,51.00
7699,22959,23158,1.93,51.00
7700,22960,23159,1.93,51.00
7701,22961,23160,1.88,50.50
7702,22962,23161,1.85,51.00
7703,22963,23162,1.85,51.00
7704,22964,23163,1.88,50.50
7705,22965,23164,1.88,50.50
7706,22966,23165,1.88,50.50
7707,22967,23166,1.88,50.50
7708,22968,23167,1.88,50.50
7709,22969,23168,1.92,50.00
7710,22972,23171,1.92,50.00
7711,22973,23172,1.88,50.50
7712,22974,23173,1.96,50.50
7713,22975,23174,1.96,50.50
7714,22976,23175,1.93,51.00
7715,22977,23176,1.93,51.00
7716,22978,23177,1.85,51.00
7717,22979,23178,1.85,51.00
7718,22980,23179,1.85,51.00
7719,22981,23180,1.85,51.00
7720,22982,23181,1.81,51.50
7721,22983,23182,1.78,52.00
7722,22984,23183,1.78,52.00
7723,22985,23184,1.82,52.50
7724,22986,23185,1.82,52.50
7725,22987,23186,1.85,52.00
7726,22988,23187,1.85,52.00
7727,22989,23188,1.85,52.00
7728,22990,23189,1.82,52.50
7729,22991,23190,1.78,53.00
7730,22992,23191,1.78,53.00
7731,22993,23192,1.78,53.00
7732,22994,23193,1.78,53.00
7733,22995,23194,1.78,53.00
7734,22996,23195,1.78,53.00
7735,22997,23196,1.74,52.50
7736,22998,23197,1.78,52.00
7737,22999,23198,1.78,52.00
7738,23000,23199,1.81,51.50
7739,23001,23200,1.81,51.50
7740,23002,23201,1.81,51.50
7741,23003,23202,1.81,51.50
7742,23004,23203,1.81,51.50
7743,23005,23204,1.81,51.50
7744,23006,23205,1.85,52.00
7745,23007,23206,1.81,52.50
7746,23008,23207,1.81,52.50
7747,23009,23208,1.81,52.50
7748,23010,23209,1.81,52.50
7749,23011,23210,1.85,52.00
7750,23012,23211,1.89,51.50
7751,23013,23212,1.89,51.50
7752,23014,23213,1.89,51.50
7753,23015,23214,1.93,51.00
7754,23016,23215,1.94,51.00
7755,23017,23216,1.90,51.50
7756,23018,23217,1.90,51.50
7757,23019,23218,1.86,52.00
7758,23020,23219,1.86,52.00
7759,23021,23220,1.90,52.50
7760,23022,23221,1.90,52.50
7761,23023,23222,1.83,52.50
7762,23024,23223,1.83,52.50
7763,23025,23224,1.87,52.00
7764,23026,23225,1.87,52.00
7765,23027,23226,1.83,52.50
7766,23028,23227,1.76,52.50
7767,23029,23228,1.76,52.50
7768,23030,23229,1.80,52.00
7769,23031,23230,1.72,52.00
7770,23032,23231,1.75,51.50
7771,23033,23232,1.79,51.00
7772,23034,23233,1.83,50.50
7773,23035,23234,1.83,50.50
7774,23036,23235,1.83,50.50
7775,23037,23236,1.78,50.00
7776,24440,24639,1.69,50.00
7777,24441,24640,1.69,50.00
7778,24442,24641,1.69,50.00
7779,24443,24642,1.69,50.00
7780,24444,24643,1.65,50.50
7781,24445,24644,1.62,51.00
7782,24446,24645,1.65,50.50
7783,24447,24646,1.65,50.50
7784,24448,24647,1.65,50.50
7785,24449,24648,1.68,50.00
7786,24450,24649,1.76,50.00
7787,24452,24651,1.77,50.00
7788,24453,24652,1.77,50.00
7789,24455,24654,1.69,50.00
7790,24456,24655,1.68,50.00
7791,24459,24658,1.77,50.00
7792,24460,24659,1.74,50.50
7793,24461,24660,1.74,50.50
7794,24462,24661,1.70,51.00
7795,24463,24662,1.70,51.00
7796,24464,24663,1.70,51.00
7797,24465,24664,1.70,51.00
7798,24466,24665,1.70,51.00
7799,24467,24666,1.75,51.50
7800,24468,24667,1.72,52.00
7801,24469,24668,1.72,52.00
7802,24470,24669,1.72,52.00
7803,24471,24670,1.68,52.50
7804,24472,24671,1.68,52.50
7805,24473,24672,1.64,52.00
7806,24474,24673,1.64,52.00
7807,24475,24674,1.64,52.00
7808,24476,24675,1.60,52.50
7809,24477,24676,1.56,52.00
7810,24478,24677,1.56,52.00
7811,24479,24678,1.53,52.50
7812,24480,24679,1.55,52.00
7813,24481,24680,1.55,52.00
7814,24482,24681,1.60,52.50
7815,24483,24682,1.57,53.00
7816,24484,24683,1.57,53.00
7817,24485,24684,1.54,53.50
7818,24486,24685,1.50,53.00
7819,24487,24686,1.52,52.50
7820,24488,24687,1.50,53.00
7821,24489,24688,1.53,52.50
7822,24490,24689,1.55,52.00
7823,24491,24690,1.55,52.00
7824,24492,24691,1.55,52.00
7825,24493,24692,1.51,51.50
7826,24494,24693,1.51,51.50
7827,24495,24694,1.54,51.00
7828,24496,24695,1.54,51.00
7829,24497,24696,1.57,50.50
7830,24498,24697,1.57,50.50
7831,24499,24698,1.60,50.00
7832,24500,24699,1.60,50.00
7833,30438,30637,1.61,50.00
7834,30439,30638,1.58,50.50
7835,30440,30639,1.58,50.50
7836,30441,30640,1.61,50.00
7837,30442,30641,1.65,50.50
7838,30443,30642,1.65,50.50
7839,30444,30643,1.65,50.50
7840,30445,30644,1.62,51.00
7841,30446,30645,1.62,51.00
7842,30447,30646,1.63,51.00
7843,30448,30647,1.60,51.50
7844,30449,30648,1.57,52.00
7845,30450,30649,1.57,52.00
7846,30451,30650,1.55,52.50
7847,30452,30651,1.55,52.50
7848,30453,30652,1.58,52.00
7849,30454,30653,1.58,52.00
7850,30455,30654,1.55,52.50
7851,30456,30655,1.59,53.00
7852,30457,30656,1.59,53.00
7853,30458,30657,1.59,53.00
7854,30459,30658,1.59,53.00
7855,30460,30659,1.55,52.50
7856,30461,30660,1.57,52.00
7857,30462,30661,1.61,51.50
7858,30463,30662,1.57,52.00
7859,30464,30663,1.53,51.50
7860,30465,30664,1.55,51.00
7861,30466,30665,1.63,51.00
7862,30467,30666,1.60,51.50
7863,30468,30667,1.60,51.50
7864,30469,30668,1.60,51.50
7865,30470,30669,1.57,52.00
7866,30471,30670,1.57,52.00
7867,30472,30671,1.54,52.50
7868,30473,30672,1.57,52.00
7869,30474,30673,1.64,52.00
7870,30475,30674,1.68,51.50
7871,30476,30675,1.65,52.00
7872,30477,30676,1.66,52.00
7873,30478,30677,1.62,52.50
7874,30479,30678,1.66,52.00
7875,30480,30679,1.70,52.50
7876,30481,30680,1.70,52.50
7877,30482,30681,1.74,52.00
7878,30483,30682,1.79,52.50
7879,30484,30683,1.74,52.00
7880,30485,30684,1.71,52.50
7881,30486,30685,1.71,52.50
7882,30487,30686,1.69,53.00
7883,30488,30687,1.65,53.50
7884,30489,30688,1.69,53.00
7885,30490,30689,1.77,53.00
7886,30491,30690,1.81,52.50
7887,30492,30691,1.79,53.00
7888,30493,30692,1.74,52.50
7889,30494,30693,1.78,52.00
7890,30495,30694,1.78,52.00
7891,30496,30695,1.80,52.00
7892,30497,30696,1.80,52.00
7893,30498,30697,1.77,52.50
7894,30499,30698,1.73,53.00
7895,30500,30699,1.64,53.00
7896,30501,30700,1.66,52.50
7897,30502,30701,1.65,52.50
7898,30503,30702,1.65,52.50
7899,30504,30703,1.73,52.50
7900,30505,30704,1.71,52.50
7901,30506,30705,1.75,52.00
7902,30507,30706,1.71,52.50
7903,30508,30707,1.67,52.00
7904,30509,30708,1.63,52.50
7905,30510,30709,1.62,52.50
7906,30511,30710,1.65,52.00
7907,30512,30711,1.73,52.00
7908,30513,30712,1.69,51.50
7909,30514,30713,1.68,51.50
7910,30515,30714,1.71,51.00
7911,30516,30715,1.79,51.00
7912,30517,30716,1.76,51.50
7913,30518,30717,1.72,51.00
7914,30519,30718,1.72,51.00
7915,30520,30719,1.69,51.50
7916,30521,30720,1.72,51.00
7917,30522,30721,1.69,51.50
7918,30523,30722,1.72,51.00
7919,30524,30723,1.81,51.00
7920,30525,30724,1.81,51.00
7921,30526,30725,1.73,51.00
7922,30527,30726,1.69,51.50
7923,30528,30727,1.72,51.00
7924,30529,30728,1.75,50.50
7925,30530,30729,1.80,51.00
7926,30531,30730,1.84,50.50
7927,30532,30731,1.80,51.00
7928,30533,30732,1.75,50.50
7929,30534,30733,1.75,50.50
7930,30535,30734,1.75,50.50
7931,30536,30735,1.83,50.50
7932,30537,30736,1.83,50.50
7933,30538,30737,1.79,51.00
7934,30539,30738,1.79,51.00
7935,30540,30739,1.75,51.50
7936,30541,30740,1.75,51.50
7937,30542,30741,1.78,51.00
7938,30543,30742,1.78,51.00
7939,30544,30743,1.82,50.50
7940,30545,30744,1.86,50.00
7941,30546,30745,1.86,50.00
7942,30547,30746,1.77,50.00
7943,30776,30975,1.83,50.00
7944,30814,31013,1.62,50.00
7945,30815,31014,1.62,50.00
7946,30816,31015,1.62,50.00
7947,30817,31016,1.70,50.00
7948,30818,31017,1.70,50.00
7949,30819,31018,1.70,50.00
7950,30820,31019,1.70,50.00
7951,30821,31020,1.66,50.50
7952,30822,31021,1.66,50.50
7953,30823,31022,1.63,51.00
7954,30824,31023,1.63,51.00
7955,30825,31024,1.67,51.50
7956,30826,31025,1.64,52.00
7957,30827,31026,1.64,52.00
7958,30828,31027,1.64,52.00
7959,30829,31028,1.60,52.50
7960,30830,31029,1.57,53.00
7961,30831,31030,1.57,53.00
7962,30832,31031,1.54,53.50
7963,30833,31032,1.50,53.00
7964,30834,31033,1.50,53.00
7965,30835,31034,1.54,53.50
7966,30836,31035,1.58,53.00
7967,30837,31036,1.61,52.50
7968,30838,31037,1.58,53.00
7969,30839,31038,1.61,52.50
7970,30840,31039,1.59,53.00
7971,30841,31040,1.59,53.00
7972,30842,31041,1.59,53.00
7973,30843,31042,1.62,53.50
7974,30844,31043,1.59,53.00
7975,30845,31044,1.59,53.00
7976,30846,31045,1.56,53.50
7977,30847,31046,1.59,53.00
7978,30848,31047,1.59,53.00
7979,30849,31048,1.59,53.00
7980,30850,31049,1.59,53.00
7981,30851,31050,1.55,53.50
7982,30852,31051,1.59,53.00
7983,30853,31052,1.61,52.50
7984,30854,31053,1.61,52.50
7985,30855,31054,1.61,52.50
7986,30856,31055,1.65,53.00
7987,30857,31056,1.59,53.00
7988,30858,31057,1.59,53.00
7989,30859,31058,1.62,52.50
7990,30860,31059,1.66,53.00
7991,30861,31060,1.59,53.00
7992,30862,31061,1.60,53.00
7993,30863,31062,1.60,53.00
7994,30864,31063,1.61,53.00
7995,30865,31064,1.61,53.00
7996,30866,31065,1.69,53.00
7997,30867,31066,1.69,53.00
7998,30868,31067,1.66,53.50
7999,30869,31068,1.66,53.50
8000,30870,31069,1.66,53.50
8001,30871,31070,1.60,53.50
8002,30872,31071,1.61,53.50
8003,30873,31072,1.61,53.50
8004,30874,31073,1.65,53.00
8005,30875,31074,1.68,52.50
8006,30876,31075,1.71,53.00
8007,30877,31076,1.71,53.00
8008,30878,31077,1.67,53.50
8009,30879,31078,1.67,53.50
8010,30880,31079,1.67,53.50
8011,30881,31080,1.73,53.50
8012,30882,31081,1.69,54.00
8013,30883,31082,1.62,54.00
8014,30884,31083,1.65,53.50
8015,30885,31084,1.65,53.50
8016,30886,31085,1.68,53.00
8017,30887,31086,1.68,53.00
8018,30888,31087,1.68,53.00
8019,30889,31088,1.68,53.00
8020,30890,31089,1.68,53.00
8021,30891,31090,1.67,53.00
8022,30892,31091,1.64,53.50
8023,30893,31092,1.64,53.50
8024,30894,31093,1.60,53.00
8025,30895,31094,1.67,53.00
8026,30896,31095,1.67,53.00
8027,30897,31096,1.66,53.00
8028,30898,31097,1.63,53.50
8029,30899,31098,1.57,53.50
8030,30900,31099,1.59,53.00
8031,30901,31100,1.59,53.00
8032,30902,31101,1.57,53.50
8033,30903,31102,1.59,53.00
8034,30904,31103,1.59,53.00
8035,30905,31104,1.66,53.00
8036,30906,31105,1.59,53.00
8037,30907,31106,1.60,53.00
8038,30908,31107,1.61,53.00
8039,30909,31108,1.65,53.50
8040,30910,31109,1.61,54.00
8041,30911,31110,1.61,54.00
8042,30912,31111,1.61,54.00
8043,30913,31112,1.65,54.50
8044,30914,31113,1.59,54.50
8045,30915,31114,1.61,54.00
8046,30916,31115,1.64,53.50
8047,30917,31116,1.64,53.50
8048,30918,31117,1.67,53.00
8049,30919,31118,1.67,53.00
8050,30920,31119,1.69,52.50
8051,30921,31120,1.67,53.00
8052,30922,31121,1.69,52.50
8053,30923,31122,1.76,52.50
8054,30924,31123,1.76,52.50
8055,30925,31124,1.72,52.00
8056,30926,31125,1.75,51.50
8057,30927,31126,1.75,51.50
8058,30928,31127,1.75,51.50
8059,30929,31128,1.75,51.50
8060,30930,31129,1.75,51.50
8061,30931,31130,1.75,51.50
8062,30932,31131,1.75,51.50
8063,30933,31132,1.79,51.00
8064,30934,31133,1.79,51.00
8065,30935,31134,1.82,50.50
8066,30936,31135,1.82,50.50
8067,30937,31136,1.79,51.00
8068,30938,31137,1.75,50.50
8069,30939,31138,1.75,50.50
8070,30940,31139,1.79,50.00
8071,30941,31140,1.79,50.00
8072,30942,31141,1.79,50.00
8073,31348,31547,1.74,50.00
8074,31356,31555,1.78,50.00
8075,31357,31556,1.78,50.00
8076,31358,31557,1.70,50.00
8077,31359,31558,1.67,50.50
8078,31360,31559,1.67,50.50
8079,31361,31560,1.67,50.50
8080,31362,31561,1.70,50.00
8081,31363,31562,1.70,50.00
8082,31364,31563,1.67,50.50
8083,31365,31564,1.65,50.50
8084,31366,31565,1.68,50.00
8085,31384,31583,1.61,50.00
8086,31385,31584,1.53,50.00
8087,31391,31590,1.54,50.00
8088,31392,31591,1.54,50.00
8089,31393,31592,1.52,50.50
8090,31394,31593,1.56,50.00
8091,31395,31594,1.58,50.00
8092,31429,31628,1.50,50.00
8093,31430,31629,1.50,50.00
8094,31431,31630,1.42,50.00
8095,31432,31631,1.42,50.00
8096,31433,31632,1.41,50.00
8097,31434,31633,1.41,50.00
8098,31435,31634,1.49,50.00
8099,31437,31636,1.49,50.00
8100,31442,31641,1.56,50.00
8101,31443,31642,1.53,50.50
8102,31444,31643,1.53,50.50
8103,31445,31644,1.53,50.50
8104,31446,31645,1.53,50.50
8105,31447,31646,1.52,50.50
8106,31448,31647,1.49,51.00
8107,31449,31648,1.49,51.00
8108,31450,31649,1.52,50.50
8109,31451,31650,1.58,51.00
8110,31452,31651,1.52,50.50
8111,31453,31652,1.52,50.50
8112,31454,31653,1.56,50.00
8113,31455,31654,1.52,50.50
8114,31456,31655,1.47,50.00
8115,31461,31660,1.55,50.00
8116,31462,31661,1.56,50.00
8117,31463,31662,1.53,50.50
8118,31464,31663,1.51,51.00
8119,31465,31664,1.43,51.00
8120,31466,31665,1.45,50.50
8121,31467,31666,1.46,50.50
8122,31468,31667,1.44,51.00
8123,31469,31668,1.42,51.50
8124,31470,31669,1.42,51.50
8125,31471,31670,1.39,52.00
8126,31472,31671,1.39,52.00
8127,31473,31672,1.41,52.00
8128,31474,31673,1.44,51.50
8129,31475,31674,1.46,51.50
8130,31476,31675,1.46,51.50
8131,31477,31676,1.44,52.00
8132,31478,31677,1.47,51.50
8133,31479,31678,1.45,52.00
8134,31480,31679,1.49,51.50
8135,31481,31680,1.47,52.00
8136,31482,31681,1.47,52.00
8137,31483,31682,1.47,52.00
8138,31484,31683,1.43,52.50
8139,31485,31684,1.49,53.00
8140,31486,31685,1.49,53.00
8141,31487,31686,1.39,53.00
8142,31488,31687,1.36,53.50
8143,31489,31688,1.36,53.50
8144,31490,31689,1.41,54.00
8145,31491,31690,1.41,54.00
8146,31492,31691,1.41,54.00
8147,31493,31692,1.41,54.00
8148,31494,31693,1.45,53.50
8149,31495,31694,1.45,53.50
8150,31496,31695,1.45,53.50
8151,31497,31696,1.45,53.50
8152,31498,31697,1.45,53.50
8153,31499,31698,1.41,54.00
8154,31500,31699,1.38,54.50
8155,31501,31700,1.38,54.50
8156,31502,31701,1.34,55.00
8157,31503,31702,1.29,54.50
8158,31504,31703,1.32,54.00
8159,31505,31704,1.38,54.50
8160,31506,31705,1.32,54.00
8161,31507,31706,1.34,53.50
8162,31508,31707,1.34,53.50
8163,31509,31708,1.32,54.00
8164,31510,31709,1.34,53.50
8165,31511,31710,1.32,54.00
8166,31512,31711,1.32,54.00
8167,31513,31712,1.34,53.50
8168,31514,31713,1.31,54.00
8169,31515,31714,1.33,53.50
8170,31516,31715,1.35,53.00
8171,31517,31716,1.40,53.50
8172,31518,31717,1.43,53.00
8173,31519,31718,1.46,52.50
8174,31520,31719,1.46,52.50
8175,31521,31720,1.43,53.00
8176,31522,31721,1.34,53.00
8177,31523,31722,1.37,52.50
8178,31524,31723,1.41,52.00
8179,31525,31724,1.41,52.00
8180,31526,31725,1.46,52.50
8181,31527,31726,1.44,53.00
8182,31528,31727,1.42,53.50
8183,31529,31728,1.36,53.00
8184,31530,31729,1.36,53.00
8185,31531,31730,1.40,52.50
8186,31532,31731,1.41,52.50
8187,31533,31732,1.43,52.50
8188,31534,31733,1.43,52.50
8189,31535,31734,1.35,52.50
8190,31536,31735,1.35,52.50
8191,31537,31736,1.32,53.00
8192,31538,31737,1.32,53.00
8193,31539,31738,1.35,52.50
8194,31540,31739,1.41,53.00
8195,31541,31740,1.45,52.50
8196,31542,31741,1.45,52.50
8197,31543,31742,1.39,52.00
8198,31544,31743,1.41,51.50
8199,31545,31744,1.41,51.50
8200,31546,31745,1.39,51.50
8201,31547,31746,1.41,51.00
8202,31548,31747,1.45,50.50
8203,31549,31748,1.45,50.50
8204,31550,31749,1.45,50.50
8205,31551,31750,1.43,51.00
8206,31552,31751,1.43,51.00
8207,31553,31752,1.43,51.00
8208,31554,31753,1.43,51.00
8209,31555,31754,1.45,50.50
8210,31556,31755,1.48,50.00
8211,31557,31756,1.45,50.50
8212,31558,31757,1.45,50.50
8213,31559,31758,1.48,50.00
8214,31562,31761,1.48,50.00
8215,31563,31762,1.48,50.00
8216,31564,31763,1.46,50.00
8217,31566,31765,1.46,50.00
8218,31567,31766,1.46,50.00
8219,31568,31767,1.46,50.00
8220,31569,31768,1.46,50.00
8221,31570,31769,1.46,50.00
8222,32240,32439,1.78,50.00
8223,32241,32440,1.74,50.50
8224,32242,32441,1.74,50.50
8225,32243,32442,1.78,50.00
8226,32244,32443,1.78,50.00
8227,32245,32444,1.78,50.00
8228,32257,32456,1.68,50.00
8229,32258,32457,1.73,50.50
8230,32259,32458,1.73,50.50
8231,32260,32459,1.69,51.00
8232,32261,32460,1.73,50.50
8233,32262,32461,1.69,51.00
8234,32263,32462,1.69,51.00
8235,32264,32463,1.69,51.00
8236,32265,32464,1.69,51.00
8237,32266,32465,1.66,51.50
8238,32267,32466,1.66,51.50
8239,32268,32467,1.66,51.50
8240,32269,32468,1.66,51.50
8241,32270,32469,1.69,51.00
8242,32271,32470,1.69,51.00
8243,32272,32471,1.73,50.50
8244,32273,32472,1.76,50.00
8245,32274,32473,1.76,50.00
8246,32275,32474,1.76,50.00
8247,32276,32475,1.76,50.00
8248,32277,32476,1.76,50.00
8249,32278,32477,1.76,50.00
8250,32279,32478,1.76,50.00
8251,32288,32487,1.76,50.00
8252,32289,32488,1.73,50.50
8253,32290,32489,1.69,51.00
8254,32291,32490,1.69,51.00
8255,32292,32491,1.73,50.50
8256,32293,32492,1.81,50.50
8257,32294,32493,1.81,50.50
8258,32295,32494,1.81,50.50
8259,32296,32495,1.77,51.00
8260,32297,32496,1.74,51.50
